Sign Type,,,unsigned,unsigned,,,e_jesd_char_clock_t,,,,e_jesd_char_clock_t,,,,unsigned,,,,e_serdes_phy_data_rate_t,,,,unsigned,,,,unsigned,,,,e_jesd_sample_rate_t,,,
Bit Field Width,,,1,3,,,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,
subtable dimension and name,96*1,,ax_jesd_rate_index_lut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,1,0,,,7,,,,4,,,,3,,,,7,,,,4,,,,2,,,,10,,,
74,,,1,0,,,7,,,,1,,,,1,,,,4,,,,2,,,,0,,,,11,,,
75,,,1,0,,,7,,,,1,,,,2,,,,4,,,,4,,,,1,,,,11,,,
76,,,1,0,,,7,,,,4,,,,2,,,,7,,,,2,,,,1,,,,11,,,
77,,,1,0,,,8,,,,2,,,,1,,,,5,,,,2,,,,0,,,,12,,,
78,,,1,0,,,6,,,,3,,,,1,,,,6,,,,2,,,,0,,,,12,,,
79,,,1,0,,,7,,,,4,,,,1,,,,7,,,,2,,,,0,,,,12,,,
80,,,1,0,,,8,,,,2,,,,2,,,,5,,,,4,,,,1,,,,12,,,
81,,,1,0,,,6,,,,3,,,,2,,,,6,,,,4,,,,1,,,,12,,,
82,,,1,0,,,7,,,,4,,,,2,,,,7,,,,4,,,,1,,,,12,,,
83,,,1,0,,,7,,,,4,,,,1,,,,7,,,,2,,,,0,,,,13,,,
84,,,1,0,,,8,,,,2,,,,1,,,,5,,,,4,,,,0,,,,14,,,
85,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
86,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
87,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
88,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
89,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
90,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
91,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
92,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
93,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
94,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
95,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
